word	rn	semcat	subcat	semkey
SERIOUSLY	6	Vadj	5c/7.1	
SEROW	35	Nanim	2a.1/4	2.1.8
SERPANT	2	Error	x/	x.x
SERPENT	30	Nanim	2a.1/12	2.1.6.1
SERRATED	2	Vadj	5c/5.1	7.1.5.1
SERVANT	136	Nhum	3a/10	4.2.10
SERVANT`	2	Error	/	x.x
SERVE	128	Vact	4a/2.1	6.2.2.1
SERVE DIVIDE	2	Vact	4a/2.1	6.2.2.1
SERVED	2	Vact	4a/2.1	6.2.2.1
SERVICE	12	Nart	9f/	5.11
SERVICES	2	Nart	9f/	5.11
SERVING	6	Vact	4a/2.1	6.2.2.1
SESAME	59	Nveg	2b.1/3.3.1	3.1.6.1
SESAMUM	4	Error	x/	x.x
SET	273	Vput	4e.3/	6.17
SET UP	0	Vput	4e.3/	6.17
SETTING	6	Vput	4e.3/	6.17
SETTLED	48	Vadj	5c/8.3	7.1.8.3
SET~UP	2	Vput	4e.3/	6.17
SEVEN	354	Num	6h/	9.9
SEVENTEEN	116	Num	6h/	9.9
SEVENTH	8	Num	6h/	9.9
SEVENTHBORNSIB	2	Nkin	3b/2	4.7.2
SEVENTY	164	Num	6h/	9.9
SEVERAL	36	Num	6h/	9.9
SEVERED	34	Vcut	4c.4/2	6.9.3
SEVERELY	4	Vadj	5c/10	7.1.2.2
SEVERING	2	Vcut	4c.4/2	6.9.3
SEW	257	Ntxtl	9a/	6.24
SEWING	14	Ntxtl	9a/	6.24
SEWN	2	Ntxtl	9a/	6.24
SEW[1	6	Error	x/	x.x
SEW[2	2	Error	x/	x.x
SEXE	12	Error	x/	x.x
SEXUAL	56	Vbp	1b/9.1.1	1.9.1.1
SEXUALLY	10	Vbp	1b/9.1.1	1.9.1.1
SF	2	Error	x/	x.x
SG	24	Error	x/	x.x
SHABBY	4	Vadj	5c/3.2	9.6.2
SHACK	14	Ndwel	9c/1	5.11.9.1
SHADE	38	Nnat	2c.1/11	3.2.10
SHADES	2	Ndwel	9c/3	5.11.9.3
SHADOW	380	Nnat	2c.1/11	3.2.10
SHADY	12	Nnat	2c.1/11	3.2.10
SHAFT	4	Ncstr	9c/	5.11.9
SHAGGY	6	Vadj	5c/4.2	7.1.4.2
SHAKE	373	Vmot	4b.4/9	6.7.9
SHAKES	2	Vmot	4b.4/9	6.7.9
SHAKING	6	Vmot	4b.4/9	6.7.9
SHALL	4	G	8/	10.0
SHALLOW	223	Vadj	5c/5.3	7.1.5.3
SHAMAN	89	Nhum	3a/4	4.2.4
SHAMANNECKLAC	2	Error	x/	x.x
SHAME	82	Vpsi	5d/3.8.3	8.3.3.8.2
SHAME SHY	2	Vpsi	5d/3.8.3	8.3.3.8.2
SHAMEFUL	4	Vpsi	5d/3.8.3	8.3.3.8.2
SHAMELES	0	Error	x/	x.x
SHAMELESS	4	Vpsi	5d/3.8.3	8.3.3.8.2
SHAN?	32	Error	x/	x.x
SHANK	39	Nbp	1a/5.9	1.5.7
SHAPE	20	Nshiz	6e/	9.7.1
SHAPED	64	Nshiz	6e/	9.7.1
SHARD	2	Nwast	9a/	5.11.6
SHARE	74	Vadj	5c/6.2	6.10.4
SHARED	8	Vadj	5c/6.2	7.1.6.1
SHARP	427	Vcut	4c.4/1	6.9.2
SHARP-EYED	0	Vbp	1b/2.6	1.2.6
SHARP-POINTED	0	Vcut	4c.4/1	6.9.2
SHARPEN	232	Vcut	4c.4/1	6.9.2
SHARPENING	2	Vcut	4c.4/1	6.9.2
SHARPL	2	Error	x/	x.x
SHART	2	Error	x/	x.x
SHATTER	8	Vcos	6c/	9.5
SHAVE	204	Vcut	4c.4/1	6.9.2
SHAVEN	4	Vcut	4c.4/1	6.9.2
SHAVING	0	Vcut	4c.4/1	6.9.2
SHAVINGS	8	Vcut	4c.4/1	6.9.2
SHAWL	20	Npers	3c/2.1.1	5.11.8.2.1.1
SHE	36	Nhum	3a/2	4.1
SHE-GOAT	0	Nanim	2a.1/4	2.1.8
SHEAF	4	Nveg	2b.1/4.2	3.1.8
SHEAR	38	Vcut	4c.4/2	6.9.3
SHEARS	6	Vcut	4c.4/2	6.9.3
SHEATH	59	Nwar	9e/	5.14
SHEATHE	2	Nwar	9e/	5.14
SHEAVES	2	Nveg	2b.1/4.2	3.1.8
SHED	90	Ndwel	9c/1	5.11.9.1
SHEE	2	Error	x/	x.x
SHEEP	390	Nanim	2a.1/4	2.1.8
SHEEPSKIN	22	Nanim	2a.1/4	2.1.8
SHEEP	2	Error	x/	x.x
SHEEP	0	Error	x/	x.x
SHEET	4	Ndwel	9c/4	5.11.9.4
SHEET-LIGHTNING	0	Nnat	2c.1/1	3.2.1
SHEETS	2	Ndwel	9c/4	5.11.9.4
SHEHLEH	2	Nhum	3a/1	4.6
SHELF	14	Ndwel	9c/4	5.11.9.4
SHELL	181	Nanim	2a.1/13	2.2.5
SHELLAC	2	Vorn	9d/	5.8
SHELLFISH	22	Nanim	2a.1/13	2.2.5
SHELLS	22	Nanim	2a.1/13	2.2.5
SHELTER	22	Ndwel	9c/1	5.11.9.1
SHELVE	0	Vput	4e.3/	6.17
SHELVES	4	Vput	4e.3/	6.17
SHENG	2	Error	x/	x.x
SHEPHERD	2	Nhum	3a/3.1.1	4.2.1.1
SHERPA	8	Nhum	3a/1	4.6
SHIEL	0	Error	x/	x.x
SHIELD	113	Nwar	9e/	5.15
SHIFT	40	Vmot	4b.4/3	6.7.3
SHIFTING	2	Vmot	4b.4/3	6.7.3
SHIN	249	Nbp	1a/5.9.2	1.5.7.2
SHIN-BONE	0	Nbp	1a/5.9.2	1.5.7.2
SHINBONE	20	Nbp	1a/5.9.2	1.5.7.2
SHINE	169	Nbp	1a/1.2.1	1.1.2.1
SHINGLE	2	Ndwel	9c/3.2	5.11.9.3.2
SHINING	16	Vadj	5c/11.1	7.1.11.1
SHININGLY	2	Vadj	5c/11.1	
SHINY	8	Vadj	5c/11.1	7.1.11.1
SHIP	2	Nconv	9a/	5.11.2
SHIRK	4	Vpsi	5d/2.9.1	8.3.2.9.1
SHIRT	90	Npers	3c/2.1.2	5.11.8.2.1.2
SHIT	420	Nbp	1a/8.6	1.8.5
SHITE	2	Error	x/	x.x
SHIVER	206	Vbp	1b/6.6.2	1.6.6.2.1
SHIVERING	4	Vbp	1b/6.6.2	1.6.6.2.1
SHIVERS	2	Vbp	1b/6.6.2	1.6.6.2.1
SHOAL	2	Nnat	2c.1/4	3.2.3
SHOCK	2	Vpsi	5d/1.9.1	8.3.1.9.1
SHOCKED	2	Vpsi	5d/1.9.1	8.3.1.9.1
SHOD	2	Npers	3c/1	5.11.8.1
SHOE	189	Npers	3c/1	5.11.8.1
SHOEMAKER	6	Nhum	3a/3.1.4	4.2.1.4
SHOES	28	Npers	3c/1	5.11.8.1
SHOO!	2	G	8/8	10.7
SHOOT	494	Vact	4a/2.1	6.2.2.1
SHOOTING	74	Vact	4a/2.1	6.2.2.1
SHOOTS	38	Vact	4a/2.1	6.2.2.1
SHOP	136	Nloc	6k/5	9.10.6
SHOP-KEEPER	0	Nloc	6k/5	9.10.6
SHOPKEEPER	10	Nloc	6k/5	9.10.6
SHORE	6	Nnat	2c.1/4	3.2.3
SHORL	2	Error	x/	x.x
SHORT	451	Vshiz	6f/	9.7.2
SHORT-CHANGED	0	Vadj	5c/3.1	
SHORT-HAN	0	Error	x/	x.x
SHORT-LIVED	0	Vadj	5c/3.1	1.1.2.1
SHORT-TAILED	0	Vbp	1b/4.10.1	1.4.10.1.1
SHORTCUT	2	Nloc	6k/1	9.10.1
SHORTEN	4	Vshiz	6f/	9.7.2
SHOT	2	x	x/	x.x
SHOULDER	1140	Nbp	1a/4.3	1.4.3
SHOULDER-BAG	0	Ncont	9a/	5.11.1
SHOULDER?	2	Error	x/	x.x
SHOULDERBLADE	3	Nbp	1a/4.3.2	1.4.3.2
SHOULDERS	50	Nbp	1a/4.3	1.4.3
SHOUT	241	Vutt	5f/4.1	8.5.4.1
SHOUTS	2	Vutt	5f/4.1	8.5.4.1
SHOUT	2	Error	x/	x.x
SHOVE	10	Vfeel	5e/	8.4
SHOVEL	12	Ntool	9a/1	5.11.5
SHOW	106	Vact	4a/2.8	6.2.2.8
SHOWER	12	Vliq	4b.3/	6.6
SHOWERS	2	Vliq	4b.3/	6.6
SHOWN	0	Vact	4a/2.8	6.2.2.8
SHOWY	2	Vact	4a/2.8	6.2.2.8
SHRED	4	Vcut	4c.4/3	6.9.4
SHREW	52	Nanim	2a.1/16	2.1.1
SHREWD	2	Vpsi	5d/1.13.1	8.3.1.13.1
SHRIEK	2	Vutt	5f/4.1	8.5.4.1
SHRILL	4	Vadj	5c/4.3	7.1.4.3
SHRIMP	6	Nanim	2a.1/13	2.2.5
SHRIMPS	2	Nanim	2a.1/13	2.2.5
SHRINE	8	Ncult	9d/	5.8
SHRINK	52	Vcos	6c/	9.5
SHRIVELLED	14	Vcos	6c/	9.5
SHRUB	24	Nveg	2b.1/1.2	3.1.2
SHRUBS	6	Nveg	2b.1/1.2	3.1.2
SHRUG	34	Vbp	1b/4.3	1.4.3.3
SHRUNKEN	4	Vcos	6c/	9.5
SHUDD	6	Error	x/	x.x
SHUDDER	86	Vbp	1b/6.6.2	1.6.6.2.1
SHUFFLE	10	Vmot	4b.4/3	6.7.3
SHUI	10	Error	x/	x.x
SHUN	10	Vpsi	5d/1.1.2	8.3.1.1.2
SHUT	272	Vact	4a/1.6	6.2.2.6.2
SHUT ABRUPTLY	1	Vact	4a/1.6	6.2.2.6.2
SHUTTER	28	Ndwel	9c/3.2	5.11.9.3.2
SHUTTLE	40	Nconv	9a/	5.11.6
SHY	41	Vadj	5c/3.1	9.6.3
SHYNES	0	Error	x/	x.x
SHYNESS	2	Vadj	5c/3.1	8.1
SH-AN	2	Error	x/	x.x
SH-ENG	104	Error	x/	x.x
SIAM	20	Nloc	6k/4.0	9.10.5
SIB	16	Error	x/	x.x
SIBLING	142	Nkin	3b/2	4.7.2
SIBLINGS	24	Nkin	3b/2	4.7.2
SIC	4	Error	x/	x.x
SICHUAN	2	Nloc	6k/4.0	9.10.5
SICK	470	Nbp	1a/1.5.1	1.1.5.1
SICKLE	208	Ntool	9a/1	5.11.5.1
SICKLY	14	Nbp	1a/1.5.1	1.1.5.1
SICKNES	0	Error	x/	x.x
SICKNESS	14	Nbp	1a/1.5.1	1.1.5.1
SIDE	924	Nbp	1a/4.5	1.4.5
SIDE-DISH	0	Nfood	9b/	5.5
SIDEBURN	0	Nbp	1a/2.5.5	1.2.5.5
SIDEBURNS	6	Nbp	1a/2.5.5	1.2.5.5
SIDED	2	Nbp	1a/4.5	1.4.5
SIDELONG	2	Spat	6j/8	9.2.8
SIDES	45	Nbp	1a/4.5	1.4.5
SIDEWAYS	8	Spat	6j/8	9.2.8
SIDEWISE	2	Spat	6j/8	9.2.8
SIEVE	364	Ncook	9b/	5.5
SIFT	40	Vsep	4c.7/4	6.10.4
SIGH	30	Vutt	5f/5	8.5.5
SIGHT	55	Nbp	1a/2.6.9	1.2.6.10
SIGHTED	24	Nbp	1a/2.6.9	1.2.6.10
SIGN	34	Nabst	5a/	8.1
SIGNAL	4	Nabst	5a/	8.1
SIK	2	Error	x/	x.x
SILENCE	4	Vutt	5f/4.6	8.5.4.4
SILENT	22	Vutt	5f/4.6	8.5.4.4
SILENTLY	16	Vutt	5f/4.6	8.5.4.4
SILENT	2	Error	x/	x.x
SILHOUETTE	6	Nnat	2c.1/11	3.2.10
SILKS	132	Nanim	2a.1/14	2.2.6
SILKWORM	12	Nanim	2a.1/14	2.2.6
SILLY	4	Vadj	5c/3.1	9.6.2.2
SILT	2	Nnat	2c.1/12	3.2.11
SILVER	295	Nnat	2c.1/5	3.2.4
SILVERFISH	2	Nanim	2a.1/14	2.2.6
SILVERY	4	Nnat	2c.1/5	3.2.4
SIMILAR	26	Vadj	5c/7.1	7.1.7.2
SIMMER	2	Vliq	4b.3/	6.6
SIMPLE	6	Vqual	6d/1	9.6.1
SIN	104	Nrel	9d/3.1	5.8.3.1
SINCE	14	G	8/1.2.2	10.1.2.2
SINCERE	10	Vadj	5c/3.1	9.6.1.2
SINEW	215	Nbp	1a/6.6.1	1.6.6.1
SINEWS	8	Nbp	1a/6.6.1	1.6.6.1
SINFUL	4	Nrel	/	5.8.5
SING	360	Nmus	9a/	5.11.3
SINGE	49	Vburn	2c.2/	3.2.12.1
SINGED	4	Vburn	2c.2/	3.2.12.1
SINGER	8	Nmus	9a/	5.11.3
SINGING	8	Nmus	9a/	5.11.3
SINGLE	49	Num	6h/	9.9
SINGS	2	Nmus	9a/	5.11.3
SINK	163	Vliq	4b.3/	6.6
SINKING	2	Vliq	4b.3/	6.6
SINKS	2	Vliq	4b.3/	6.6
SINK	2	Error	x/	x.x
SINNER	2	Nrel	9d/3.1	5.8.3.1
SINUS	14	Nbp	1a/2.8.1	1.2.8.1
SIP	20	Vliq	4b.3/	6.6
SIR	6	Nhum	3a/5.1.2	4.2.5.1
SIRI	2	Error	x/	x.x
SIRLOIN	4	Nanim	2a.1/1	2.1.2
SIS	12	Nkin	3b/5	4.7.5
SISTER	892	Nkin	3b/2	4.7.2
SISTER-IN-LAW	0	Nkin	3b/4	4.7.4
SISTERS	18	Nkin	3b/2	4.7.2
SISTER	2	Error	x/	x.x
SISTER	8	Error	x/	x.x
SIT	545	Vact	4a/1.4.1	6.1.1.4.1
SIT ON EGGS	2	Vbp	1b/9.3.3	1.9.1.2
SITE	6	Nloc	6k/4.0	9.10.5
SITER	2	Error	x/	x.x
SITTING	40	Vact	4a/1.4.1	6.1.1.4.1
SITTING-MAT	0	Ndwel	9c/4	5.11.9.4
SITUATED	4	Vadj	5c/8.3	9.2.7
SITUATION	4	Nabst	5a/	8.1
SIT	4	Error	x/	x.x
SIX	408	Num	6h/	9.9
SIXTEEN	118	Num	6h/	9.9
SIXTEENTH	104	Num	6h/	9.9
SIXTH	16	Num	6h/	9.9
SIXTY	158	Num	6h/	9.9
SIZE	10	Vshiz	6f/	9.7.2
SIZED	4	Vshiz	6f/	9.7.2
SKEIN	2	Ntxtl	9a/	5.11.6
SKELETAL	2	Vbp	/	1.6.3.1
SKELETON	145	Nbp	1a/6.3.1	1.6.3.1
SKETCH	2	Nleis	9d/	5.8
SKILL	12	Vqual	6d/1	9.6.1
SKILLED	16	Vqual	6d/1	9.6.1.2
SKILLFUL	38	Vqual	6d/1	9.6.1.2
SKILLFULL	2	Vqual	6d/1	9.6.1.2
SKILL	2	Error	x/	x.x
SKIM	16	Vmot	4b.4/5	6.7.5
SKIMMING	2	Vmot	4b.4/5	6.7.5
SKIN	1344	Nbp	1a/6.5	1.6.5
SKIN BLEMISH	1	Nbp	1a/6.5.3	1.6.5.3
SKINK	8	Nanim	2a.1/12	2.1.6.3
SKINNED	0	Vbp	1b/6.5	1.6.5.6
SKINS	4	Nbp	1a/6.5.1	1.6.5.1
SKIN|NE	2	Error	x/	x.x
SKIP	2	Vact	4a/	6.2
SKIRT	180	Npers	3c/2.1	5.11.8.2.1.3
SKULL	284	Nbp	1a/2.1.1	1.2.1.1
SKUNK	2	Nanim	2a.1/15	2.2.7
SKY	346	Nnat	2c.1/3	3.2.2
SLAB	14	Nnat	2c.1/10	3.2.9
SLABBER	4	Vbp	1b/8.4	1.8.3.3
SLACK	2	Vadj	5c/2.2	9.7.2
SLACKEN	4	Vadj	5c/2.2	6.13.1
SLAMMING	2	Vhit	4c.1/	6.8
SLANDER	22	Vutt	5f/16	8.5.16
SLANG	2	Ncult	9d/	5.8
SLANT	18	Vadj	5c/5.1	7.1.5.1
SLANTED	2	Vadj	5c/5.1	7.1.5.1
SLANTING	127	Vadj	5c/5.1	7.1.5.1
SLANTINGLY	2	Vadj	5c/5.1	
SLAP	26	Vhit	4c.1/	6.8
SLAT	4	Ncstr	9c/	5.11.9
SLATE	6	Nnat	2c.1/10	3.2.9
SLAUGHTER	10	Vharm	4b.1/	6.4
SLAVE	122	Nhum	3a/10	4.2.10
SLAVER	2	Nhum	3a/10	4.2.10
SLAVES	4	Nhum	3a/10	4.2.10
SLAY	2	Vharm	4b.1/	6.4
SLEEP	1152	Vbp	1b/1.4.1	1.1.4.1
SLEEPING	56	Vbp	1b/1.4.1	1.1.4.1
SLEEPLESS	2	Vbp	1b/1.4.1	1.1.4.1
SLEEPTALK	6	Vutt	5f/10.1	8.5.10.1
SLEEPWALKING	6	Vbp	1b/	
SLEEPY	67	Vbp	1b/1.4.1	1.1.4.1
SLEEP`	2	Error	x/	x.x
SLEET	4	Nnat	2c.1/1	3.2.1
SLEEVE	114	Npers	3c/2.3	5.11.8.2.3
SLENDER	74	Vadj	5c/5.1	7.1.3
SLICE	117	Vcut	4c.4/2	6.9.3
SLICES	4	Vcut	4c.4/2	6.9.3
SLICK	38	Vadj	5c/4.2	7.1.4.2
SLIDE	36	Vmot	4b.4/4	6.7.4
SLIDING	6	Vmot	4b.4/4	6.7.4
SLIGHTLY	54	Vadj	5c/2.2	7.1.2.2
SLIM	8	Vadj	5c/5.1	7.1.3
SLIME	4	Nwast	9a/	5.1
SLIMY	14	Nwast	9a/	5.1
SLING	14	Npers	3c/2.2	5.11.8.2.2
SLINGSHOT	2	Nwar	9e/	5.14
SLIP	157	Vmot	4b.4/3	6.7.3
SLIP-SHOD	0	Vadj	5c/10	9.6.2.1
SLIPKNOT	2	Nrope	9a/	5.11.4
SLIPPERINESS	10	Vadj	5c/4.2	
SLIPPERY	53	Vadj	5c/4.2	7.1.4.2
SLIPSHOD	2	Vadj	5c/10	9.6.2.1
SLIT-SHAPED	4	Vshiz	6f/	9.7.2
SLITHER	2	Vmot	4b.4/4	6.7.4
SLOPE	154	Vadj	5c/5.1	3.2.5
SLOPING	10	Vadj	5c/5.1	7.1.5.1
SLOPPY	6	Vadj	5c/10	9.6.2.1
SLOUGH	8	Nnat	2c.1/12	3.2.11
SLOW	258	Vadj	5c/10	9.6.2.1
SLOW-MOVING	0	Vadj	5c/10	9.6.2.1
SLOWLY	186	Vadj	5c/10	9.1.1
SLOW|LY	2	Error	x/	x.x
SLUG	4	Nanim	2a.1/14	2.2.6
SLUGGISH	2	Vadj	5c/10	9.6.2.1
SLYLY	2	Vadj	5c/	1.2.6.11
SMACK	10	Vhit	4c.1/	6.8
SMALL	981	Vshiz	6f/	9.7.2
SMALL HANGING BASKET	1	Ncont	9a/	5.11.1
SMALL OF BACK	1	Nbp	1a/4.8.1	1.4.8.1
SMALLER	12	Vshiz	6f/	9.7.2
SMALLEST	2	Vshiz	6f/	9.7.2
SMALLPOX	349	Nmed	9a/1	5.3
SMART	28	Vpsi	5d/	8.3
SMASH	6	Vcos	6c/	9.5
SMASHED	18	Vcos	6c/	9.5
SMEAR	30	Vorn	9d/	5.8
SMEARED	4	Vorn	9d/	5.8
SMEGMA	6	Nbp	1a/9.1	1.9.9
SMELL	981	Vbp	1b/2.8.5	1.2.8.5
SMELLING	8	Vbp	1b/2.8.5	1.2.8.5
SMELLY	10	Vbp	1b/2.8.5	1.2.8.5
SMILE	185	Vbp	1b/8.9	1.8.8.1
SMILINGLY	2	Vbp	1b/8.9	1.8.8.1
SMIRKINGLY	2	Vadj	5c/3.1	
SMITH	10	Nhum	3a/3.1.4	4.2.1.4
SMITHY	6	Nhum	3a/3.1.4	4.2.1.4
SMN	86	Error	x/	x.x
SMN.	0	Error	x/	x.x
SMOKE	548	Nfire	2c.3/3.3	3.2.12.2
SMOKING	4	Nfire	2c.3/3.3	3.2.12.2
SMOKY	2	Nfire	2c.3/3.3	3.2.12.2
SMOOTH	284	Vadj	5c/4.2	7.1.4.2
SMOOTHED	6	Vadj	5c/4.2	7.1.4.2
SMOOTHEN	2	Vadj	5c/4.2	6.2.2.1
SMOOTHING	2	Vadj	5c/4.2	
SMOULDERI	6	Error	x/	x.x
SMOULDERING	2	Nfire	2c.3/3.3	3.2.12.2
SNACK	4	Nfood	9b/	5.5
SNAG	4	Vcut	4c.4/3	6.9.4
SNAIL	103	Nanim	2a.1/13	2.2.5
SNAIL?	20	Error	x/	x.x
SNAKE	672	Nanim	2a.1/12	2.1.6.1
SNAKE SCALE	1	Nbp	1a/6.5.2	1.6.5.2
SNAKE-GOD	0	Nrel	9d/1.1	5.8.1.1
SNAKES	2	Nanim	2a.1/12	2.1.6.1
SNAP	44	Sound	6a/	9.3
SNAP AT	1	Vutt	5f/1	8.5.1
SNARE	12	Nhusb	9e/	5.14
SNATCH	60	Vacq	4f.3/	6.21
SNATCH	2	Error	x/	x.x
SNEAZE	2	Error	x/	x.x
SNEER	8	Vutt	5f/5	8.5.5
SNEEZE	359	Nbp	1a/8.3.1	1.8.2.1
SNICKER	2	Vutt	5f/5	8.5.5
SNIFF	147	Vbp	1b/2.8.5	1.2.8.5
SNIPE	6	Nanim	2a.1/11.2	2.2.4.1
SNIVAL	2	Error	x/	x.x
SNIVEL	42	Vbp	1b/8.9.1	1.8.8.2
SNIVELLER	2	Vbp	1b/8.9.1	1.8.8.2
SNORE	183	Nbp	1a/8.3.2	1.8.2.2
SNORE`	2	Error	x/	x.x
SNORING	8	Nbp	1a/8.3.2	1.8.2.2
SNORT	4	Vutt	5f/5	8.5.5
SNOT	385	Nbp	1a/8.3	1.8.2
SNOT  SEE SECRETIONS	1	Error	x/	x.x
SNOT: SEE SECRETIONS	0	Error	x/	x.x
SNOUT	154	Nbp	1a/2.8	1.2.8.3
SNOW	263	Nnat	2c.1/1	3.2.1
SNOW-CAPPED	0	Nnat	2c.1/6	3.2.5
SNOWM	4	Error	x/	x.x
SNUFF	14	Vbp	1b/2.8.5	1.2.8.5
SNUG	2	Vadj	5c/10	
SO	228	G	8/1.2.2	10.1.2.2
SO-AND-SO	0	Nhum	3a/13	4.5
SO-SO	0	Vadj	5c/8.3	7.1.7.2
SO.	0	Error	x/	x.x
SOAK	99	Vliq	4b.3/	6.6
SOAKED	12	Vliq	4b.3/	6.6
SOAKING	6	Vliq	4b.3/	6.6
SOAK|ED	2	Error	x/	x.x
SOAP	140	Npers	3c/4	5.11.8.4
SOAP-NUT	0	Nveg	2b.1/3.1	3.1.4
SOAPSTONE	2	Nnat	2c.1/10	3.2.9
SOAR	8	Vmot	4b.4/5	6.7.5
SOARER	2	Vmot	4b.4/5	6.7.5
SOARING	2	Vmot	4b.4/5	6.7.5
SOBBING	4	Vbp	1b/8.9.1	1.8.8.2
SOBER UP	28	Vbp	1b/1.4	1.1.4
SOCIETY	6	Nsoc	9d/	5.8
SOCKET	52	Nbp	1a/2.6	1.2.6
SOCKS	110	Npers	3c/2.1.3	5.11.8.1
SOFT	529	Vadj	5c/4.2	7.1.4.2
SOFTEN	112	Vadj	5c/4.2	6.2.2.1
SOFTHEARTED	2	Vadj	5c/3.1	9.6.3
SOFTLY	4	Vadj	5c/4.2	9.3
SOGGY	2	Vliq	4b.3/	6.6
SOIL	68	Nnat	2c.1/12	3.2.11
SOLAR	12	Nnat	2c.1/3	3.2.2
SOLDER	6	Vjoin	4d.2/1.3	6.13.3
SOLDIER	120	Nhum	3a/6	4.2.6
SOLE	373	Nbp	1a/5.6	1.5.5
SOLE?	2	Error	x/	x.x
SOLEMN	4	Vadj	5c/1	9.6.3
SOLID	148	Vbp	1b/1.5	1.1.5
SOLITARY	4	Vadj	5c/6.1	7.1.6.1
SOLVE	4	Vact	4a/	6.2
SOME	188	Num	6h/	9.9
SOMEBODY	34	Nhum	3a/2	4.1
SOMEDAY	2	Ntime	6i/4	9.1.5
SOMEHOW	2	Vabst	5b/	8.2
SOMEONE	134	Nhum	3a/2	4.1
SOMERSAULT	2	Vmot	4b.4/9	6.7.9
SOMETHING	342	Nabst	5a/	8.1
SOMETIME	6	Ntime	6i/4	9.1.5
SOMETIMES	28	Ntime	6i/4	9.1.5
SOMEWHAT	4	G	8/	10.0
SOMEWHERE	8	Nloc	6k/4.0	9.10.5
SOMNAMBULIZE	2	Vbp	1b/	
SOMTHING	2	Error	x/	x.x
SON	730	Nkin	3b/3	4.7.3
SON IN-LAW	4	Nkin	3b/4	4.7.4
SON-IN-LAW	0	Nkin	3b/4	4.7.4
SONERAT	2	Error	x/	x.x
SONG	282	Nmus	9a/	5.11.3
SONGS	8	Nmus	9a/	5.11.3
SOON	10	Ntime	6i/	9.1.1
SOON!	2	G	8/	10.0
SOOTHE	70	Vpsi	5d/2.3.1	8.3.2.3.1
SOOTHSAYER	2	Nhum	3a/3.3	4.2.3
SORCERER	6	Nhum	3a/4	4.2.4
SORCERY	2	Nrel	9d/3.1	5.8.3.1
SORE	204	Nbp	1a/1.5.1	1.1.5.1
SORES	8	Nbp	1a/1.5.1	1.1.5.1
SORGHO	2	Nveg	2b.1/3.1	3.1.4
SORGHUM	116	Nveg	2b.1/3.1	3.1.4
SORROW	48	Vpsi	5d/1.5.2	8.3.1.5.2
SORROWFUL	4	Vpsi	5d/1.5.2	8.3.1.5.2
SORRY	56	Vpsi	5d/1.5.2	8.3.1.5.2
SORT	48	Vsep	4c.7/4	6.10.4
SORTS	2	Vsep	4c.7/4	6.10.4
SOUGHT	6	Vact	4a/2.2	6.2.2.2
SOUL	216	Nbp	1a/10.0	1.10
SOULS	4	Nbp	1a/10.0	1.10
SOUND	301	Sound	6a/	9.3
SOUNDLY	4	Vadj	5c/10	9.6.1.1
SOUNDS	2	Sound	6a/	9.3
SOUP	153	Nfood	9b/	5.5
SOUR	467	Vadj	5c/4.4	7.1.4.4
SOURBALL	2	Nfood	9b/	5.5
SOURCE	50	Nnat	2c.1/4	3.2.3
SOURED	2	Vadj	5c/4.4	
SOURISH	4	Vadj	5c/4.4	
SOUSLIK	2	Nanim	2a.1/16	2.1.1
SOUTH	196	Spat	6j/8	9.2.8
SOUTHERN	2	Spat	6j/8	9.2.8
SOUTHWARD	2	Spat	6j/8	9.2.8
SOUVENIR	2	Nleis	9d/	5.8
SOW	216	Nanim	2a.1/3	2.1.12
SOWED	2	Vveg	2b.2/	3.1.10
SOWING	16	Vveg	2b.2/	3.1.10
SOYA	10	Nveg	2b.1/3.1	3.1.4
SOYBEAN	14	Nveg	2b.1/3.1	3.1.4
SOYBEAN-FLOUR	0	Nveg	2b.1/3.3.2	3.1.6.2
SOYBEANS	4	Nveg	2b.1/3.1	3.1.4
SO	2	Error	x/	x.x
SP	164	Error	x/	x.x
SPACE	56	Spat	6j/7	9.2.7
SPACE BETWEEN	1	Spat	6j/5	9.2.5
SPACES	2	Spat	6j/7	9.2.7
SPACIOUS	10	Spat	6j/7	9.2.7
SPADE	126	Ntool	9a/1	5.11.5
SPAN	227	Nbp	1a/5.15	1.5.9.4
SPANNED	2	Nbp	1a/5.15	1.5.9.4
SPANS	2	Nbp	1a/5.15	1.5.9.4
SPARCE	2	Vadj	5c/2.1	7.1.2.1
SPARED	32	Vadj	5c/8.1	9.6.1.1
SPARK	19	Nfire	2c.3/3.3	3.2.12.2
SPARKLE	8	Vadj	5c/11.1	7.1.11.1
SPARKLING	2	Vadj	5c/11.1	7.1.11.1
SPARKS	32	Nfire	2c.3/3.3	3.2.12.2
SPARROW	226	Nanim	2a.1/11.2	2.2.4.1
SPARSE	26	Vadj	5c/2.1	7.1.2.1
SPASM	4	Nbp	1a/6.6.2	1.6.6.2
SPASMS	2	Nbp	1a/6.6.2	1.6.6.2
SPAT	0	Vutt	5f/8	8.5.8
SPATIAL	6	Spat	6j/7	9.2.7
SPATIALLY	4	Spat	6j/7	9.2.7
SPATTER	4	Vsep	4c.7/2	6.10.3
SPATULA	12	Ncook	9b/	5.5
SPAWN	13	Nbp	1a/9.3.3	
SPAY	4	Vbp	1b/9.3.4	1.9.11.1
SPEACH	2	Error	x/	x.x
SPEAD	4	Error	x/	x.x
SPEAK	519	Vutt	5f/10.1	8.5.10.1
SPEAKER	16	Vutt	5f/10.1	8.5.10.1
